num,name,time,lat,lng,wind,pres,wind_pct,pres_pct
2016354S15116,YVETTE,2016-12-18 12:00:00,-14.8,116,30,998,25.808,25.937
2016354S15116,YVETTE,2016-12-18 18:00:00,-14.9,115.5,30,998,25.808,25.937
2016354S15116,YVETTE,2016-12-19 00:00:00,-15.2,115.2,30,998,25.808,25.937
2016354S15116,YVETTE,2016-12-19 06:00:00,-16,114.9,35,995,38.771,37.697
2016354S15116,YVETTE,2016-12-19 12:00:00,-15.7,114.7,35,995,38.771,37.697
2016354S15116,YVETTE,2016-12-19 18:00:00,-15.6,113.5,35,996,38.771,34.22
2016354S15116,YVETTE,2016-12-20 00:00:00,-14.8,113.2,35,996,38.771,34.22
2016354S15116,YVETTE,2016-12-20 06:00:00,-14.4,113.9,35,993,38.771,46.447
2016354S15116,YVETTE,2016-12-20 12:00:00,-14.3,114.3,35,993,38.771,46.447
2016354S15116,YVETTE,2016-12-20 18:00:00,-14.6,113.9,35,993,38.771,46.447
2016354S15116,YVETTE,2016-12-21 00:00:00,-14.5,114,35,992,38.771,48.176
2016354S15116,YVETTE,2016-12-21 06:00:00,-14.5,114,40,987,47.251,61.616
2016354S15116,YVETTE,2016-12-21 12:00:00,-14.2,114.2,40,991,47.251,51.321
2016354S15116,YVETTE,2016-12-21 18:00:00,-14.4,114.3,40,990,47.251,52.321
2016354S15116,YVETTE,2016-12-22 00:00:00,-14.4,114.4,40,990,47.251,52.321
2016354S15116,YVETTE,2016-12-22 06:00:00,-14.3,114.4,40,990,47.251,52.321
2016354S15116,YVETTE,2016-12-22 12:00:00,-14.4,114.5,40,990,47.251,52.321
2016354S15116,YVETTE,2016-12-22 18:00:00,-14.25,114.55,35,990,38.771,52.321
2016354S15116,YVETTE,2016-12-23 00:00:00,-14.3,115.2,35,992,38.771,48.176
2016354S15116,YVETTE,2016-12-23 06:00:00,-14.7,116,30,994,25.808,43.442
2016354S15116,YVETTE,2016-12-23 12:00:00,-14.8,116.6,35,993,38.771,46.447
