num,name,time,lat,lng,wind,pres,wind_pct,pres_pct
2016354S15116,YVETTE,2016-12-23 18:00:00,-14.9,117.8,35,992,38.771,48.176
2016354S15116,YVETTE,2016-12-24 00:00:00,-15.3,118.7,35,993,38.771,46.447
2016354S15116,YVETTE,2016-12-24 06:00:00,-16,119.5,35,993,38.771,46.447
2016354S15116,YVETTE,2016-12-24 12:00:00,-16.7,119.9,35,993,38.771,46.447
2016354S15116,YVETTE,2016-12-24 18:00:00,-17.3,120.6,35,993,38.771,46.447
2016354S15116,YVETTE,2016-12-25 00:00:00,-17.6,121.5,30,994,25.808,43.442
2016354S15116,YVETTE,2016-12-25 06:00:00,-17.7,122.6,20,996,1.772,34.22
2017046S17137,ALFRED,2017-02-15 06:00:00,-16.7,137,-1,1003,-100,7.732
2017046S17137,ALFRED,2017-02-15 12:00:00,-16.4,136.1,-1,1006,-100,1.429
2017046S17137,ALFRED,2017-02-15 18:00:00,-15.9,138,-1,1004,-100,4.868
2017046S17137,ALFRED,2017-02-16 00:00:00,-15.5,139.2,25,-1,8.811,-100
2017046S17137,ALFRED,2017-02-16 06:00:00,-16.1,139.6,25,1001,8.811,14.336
2017046S17137,ALFRED,2017-02-16 12:00:00,-16.3,139.5,30,999,25.808,23.042
2017046S17137,ALFRED,2017-02-16 18:00:00,-16.6,139.2,30,994,25.808,43.442
2017046S17137,ALFRED,2017-02-17 00:00:00,-16.8,138.5,30,996,25.808,34.22
2017046S17137,ALFRED,2017-02-17 06:00:00,-16.8,138.2,25,999,8.811,23.042
2017046S17137,ALFRED,2017-02-17 12:00:00,-17,137.7,25,1002,8.811,10.454
2017046S17137,ALFRED,2017-02-17 18:00:00,-16.9,136.7,15,1003,0.169,7.732
2017046S17137,ALFRED,2017-02-18 00:00:00,-16.4,136.2,15,1003,0.169,7.732
2017046S17137,ALFRED,2017-02-18 06:00:00,-15.9,136.2,25,1002,8.811,10.454
2017046S17137,ALFRED,2017-02-18 12:00:00,-15.6,136.5,25,1004,8.811,4.868
2017046S17137,ALFRED,2017-02-18 18:00:00,-15.5,136.6,25,1001,8.811,14.336
2017046S17137,ALFRED,2017-02-19 00:00:00,-15.3,136.4,25,1002,8.811,10.454
2017046S17137,ALFRED,2017-02-19 06:00:00,-15,136.3,35,999,38.771,23.042
2017046S17137,ALFRED,2017-02-19 12:00:00,-14.6,136.9,35,999,38.771,23.042
2017046S17137,ALFRED,2017-02-19 18:00:00,-15,137.1,35,999,38.771,23.042
2017046S17137,ALFRED,2017-02-20 00:00:00,-15.4,137.15,40,997,47.251,31.234
2017046S17137,ALFRED,2017-02-20 06:00:00,-15.7,137.3,45,994,55.849,43.442
2017046S17137,ALFRED,2017-02-20 12:00:00,-15.7,137.5,35,998,38.771,25.937
2017046S17137,ALFRED,2017-02-20 18:00:00,-15.5,137.77,30,999,25.808,23.042
2017046S17137,ALFRED,2017-02-21 00:00:00,-15.96,137.98,30,1003,25.808,7.732
2017046S17137,ALFRED,2017-02-21 06:00:00,-16.8,137.9,-1,1004,-100,4.868
2017046S17137,ALFRED,2017-02-21 12:00:00,-16.7,137.6,-1,-1,-100,-100
2017046S17137,ALFRED,2017-02-21 18:00:00,-16.3,137.7,-1,-1,-100,-100
2017046S17137,ALFRED,2017-02-22 00:00:00,-16.3,137.9,-1,-1,-100,-100
2017046S17137,ALFRED,2017-02-22 06:00:00,-16.8,138.4,-1,1005,-100,2.686
2017046S17137,ALFRED,2017-02-22 12:00:00,-17,138.2,-1,1007,-100,0.828
2017079S13122,UNNAMED,2017-03-19 12:00:00,-13.2,122,20,1007,1.772,0.828
2017079S13122,UNNAMED,2017-03-19 18:00:00,-13.18,120.77,20,1007,1.772,0.828
2017079S13122,UNNAMED,2017-03-20 00:00:00,-13.5,119,20,1007,1.772,0.828
2017079S13122,UNNAMED,2017-03-20 06:00:00,-13.58,118.6,25,1005,8.811,2.686
2017079S13122,UNNAMED,2017-03-20 12:00:00,-14.09,118.2,30,1005,25.808,2.686
2017079S13122,UNNAMED,2017-03-20 18:00:00,-14.72,117.8,30,1005,25.808,2.686
2017079S13122,UNNAMED,2017-03-21 00:00:00,-15.36,117.7,30,1005,25.808,2.686
2017079S13122,UNNAMED,2017-03-21 06:00:00,-15.6,117.7,30,1004,25.808,4.868
2017079S13122,UNNAMED,2017-03-21 12:00:00,-17.05,117.44,30,1003,25.808,7.732
2017079S13122,UNNAMED,2017-03-21 18:00:00,-17.4,117.1,30,1003,25.808,7.732
2017079S13122,UNNAMED,2017-03-22 00:00:00,-17.44,117,25,1002,8.811,10.454
2017079S13122,UNNAMED,2017-03-22 06:00:00,-17.55,116.8,25,1002,8.811,10.454
2017079S13122,UNNAMED,2017-03-22 12:00:00,-18.1,117.3,30,1002,25.808,10.454
2017079S13122,UNNAMED,2017-03-22 18:00:00,-18.7,117.95,30,1002,25.808,10.454
2017079S13122,UNNAMED,2017-03-23 00:00:00,-19.5,118.3,35,998,38.771,25.937
2017079S13122,UNNAMED,2017-03-23 01:00:00,-19.65,118.35,40,995,47.251,37.697
2017079S13122,UNNAMED,2017-03-23 02:00:00,-19.8,118.4,45,990,55.849,52.321
2017079S13122,UNNAMED,2017-03-23 03:00:00,-20,118.4,50,985,60.653,63.781
2017079S13122,UNNAMED,2017-03-23 04:00:00,-20.1,118.5,50,985,60.653,63.781
2017079S13122,UNNAMED,2017-03-23 05:00:00,-20.3,118.5,50,985,60.653,63.781
2017079S13122,UNNAMED,2017-03-23 06:00:00,-20.5,118.4,45,989,55.849,58.471
2017079S13122,UNNAMED,2017-03-23 07:00:00,-20.6,118.5,40,993,47.251,46.447
2017079S13122,UNNAMED,2017-03-23 08:00:00,-20.65,118.6,40,992,47.251,48.176
2017079S13122,UNNAMED,2017-03-23 09:00:00,-20.8,118.7,40,992,47.251,48.176
2017079S13122,UNNAMED,2017-03-23 10:00:00,-21,118.9,35,996,38.771,34.22
2017079S13122,UNNAMED,2017-03-23 11:00:00,-21.1,119.1,30,999,25.808,23.042
2017079S13122,UNNAMED,2017-03-23 12:00:00,-21.4,119.2,30,998,25.808,25.937
2017079S13122,UNNAMED,2017-03-23 18:00:00,-22.5,119.2,20,1000,1.772,16.678
2017081S13152,DEBBIE,2017-03-22 00:00:00,-13.2,152,15,1006,0.169,1.429
2017081S13152,DEBBIE,2017-03-22 06:00:00,-12,151.7,15,1010,0.169,0.055
2017081S13152,DEBBIE,2017-03-22 12:00:00,-12.1,154,15,1011,0.169,0.043
2017081S13152,DEBBIE,2017-03-23 00:00:00,-13.3,152.6,20,1008,1.772,0.294
2017081S13152,DEBBIE,2017-03-23 06:00:00,-14.8,152.2,20,1009,1.772,0.172
2017081S13152,DEBBIE,2017-03-23 18:00:00,-15.3,151.3,20,1007,1.772,0.828
2017081S13152,DEBBIE,2017-03-24 00:00:00,-16.1,151.4,25,1003,8.811,7.732
2017081S13152,DEBBIE,2017-03-24 06:00:00,-16.66,151.84,25,997,8.811,31.234
2017081S13152,DEBBIE,2017-03-24 12:00:00,-16.9,151.9,25,996,8.811,34.22
2017081S13152,DEBBIE,2017-03-24 18:00:00,-17,152.2,30,992,25.808,48.176
2017081S13152,DEBBIE,2017-03-25 00:00:00,-17.4,151.9,35,992,38.771,48.176
2017081S13152,DEBBIE,2017-03-25 06:00:00,-17.6,152.1,35,992,38.771,48.176
2017081S13152,DEBBIE,2017-03-25 09:00:00,-17.7,151.9,45,991,55.849,51.321
2017081S13152,DEBBIE,2017-03-25 12:00:00,-17.7,151.9,55,985,69.702,63.781
2017081S13152,DEBBIE,2017-03-25 15:00:00,-17.8,151.8,55,984,69.702,67.576
2017081S13152,DEBBIE,2017-03-25 18:00:00,-17.9,151.7,55,984,69.702,67.576
2017081S13152,DEBBIE,2017-03-25 21:00:00,-18,151.6,55,984,69.702,67.576
2017081S13152,DEBBIE,2017-03-26 00:00:00,-18.1,151.4,55,983,69.702,68.833
2017081S13152,DEBBIE,2017-03-26 03:00:00,-18.2,151.2,60,983,74.768,68.833
2017081S13152,DEBBIE,2017-03-26 06:00:00,-18.3,151,60,976,74.768,76.393
2017081S13152,DEBBIE,2017-03-26 09:00:00,-18.35,150.9,55,980,69.702,71.188
2017081S13152,DEBBIE,2017-03-26 12:00:00,-18.4,150.65,55,980,69.702,71.188
2017081S13152,DEBBIE,2017-03-26 15:00:00,-18.5,150.6,55,979,69.702,74.799
2017081S13152,DEBBIE,2017-03-26 18:00:00,-18.65,150.55,55,983,69.702,68.833
2017081S13152,DEBBIE,2017-03-26 21:00:00,-18.8,150.5,55,981,69.702,70.691
2017081S13152,DEBBIE,2017-03-27 00:00:00,-19.1,150.4,65,975,78.895,77.325
2017081S13152,DEBBIE,2017-03-27 03:00:00,-19.2,150.3,80,961,86.479,87.467
2017081S13152,DEBBIE,2017-03-27 04:00:00,-19.4,150.3,80,957,86.479,89.797
2017081S13152,DEBBIE,2017-03-27 05:00:00,-19.4,150.2,85,952,90.562,92.268
2017081S13152,DEBBIE,2017-03-27 06:00:00,-19.5,150.2,85,952,90.562,92.268
2017081S13152,DEBBIE,2017-03-27 07:00:00,-19.5,150.1,85,952,90.562,92.268
2017081S13152,DEBBIE,2017-03-27 08:00:00,-19.5,150,85,952,90.562,92.268
2017081S13152,DEBBIE,2017-03-27 09:00:00,-19.5,149.95,85,952,90.562,92.268
2017081S13152,DEBBIE,2017-03-27 10:00:00,-19.55,149.9,90,948,92.285,93.875
2017081S13152,DEBBIE,2017-03-27 11:00:00,-19.55,149.8,90,947,92.285,94.083
2017081S13152,DEBBIE,2017-03-27 12:00:00,-19.55,149.75,95,943,94.727,95.346
2017081S13152,DEBBIE,2017-03-27 13:00:00,-19.55,149.7,95,945,94.727,94.377
2017081S13152,DEBBIE,2017-03-27 14:00:00,-19.65,149.65,95,944,94.727,95.266
2017081S13152,DEBBIE,2017-03-27 15:00:00,-19.75,149.5,95,945,94.727,94.377
2017081S13152,DEBBIE,2017-03-27 16:00:00,-19.75,149.4,95,946,94.727,94.236
2017081S13152,DEBBIE,2017-03-27 17:00:00,-19.7,149.3,95,946,94.727,94.236
2017081S13152,DEBBIE,2017-03-27 18:00:00,-19.75,149.2,95,946,94.727,94.236
2017081S13152,DEBBIE,2017-03-27 19:00:00,-19.75,149.2,95,946,94.727,94.236
2017081S13152,DEBBIE,2017-03-27 20:00:00,-19.75,149.2,95,943,94.727,95.346
2017081S13152,DEBBIE,2017-03-27 21:00:00,-19.8,149.15,95,943,94.727,95.346
2017081S13152,DEBBIE,2017-03-27 22:00:00,-19.85,149.05,95,943,94.727,95.346
2017081S13152,DEBBIE,2017-03-27 23:00:00,-19.85,149.02,95,943,94.727,95.346
2017081S13152,DEBBIE,2017-03-28 00:00:00,-19.93,148.94,105,943,97.47,95.346
2017081S13152,DEBBIE,2017-03-28 01:00:00,-20.08,148.78,105,943,97.47,95.346
2017081S13152,DEBBIE,2017-03-28 02:00:00,-20.13,148.75,100,943,95.986,95.346
2017081S13152,DEBBIE,2017-03-28 03:00:00,-20.26,148.62,100,943,95.986,95.346
2017081S13152,DEBBIE,2017-03-28 04:00:00,-20.33,148.51,95,949,94.727,93.801
2017081S13152,DEBBIE,2017-03-28 05:00:00,-20.34,148.48,85,958,90.562,89.515
2017081S13152,DEBBIE,2017-03-28 06:00:00,-20.36,148.44,80,962,86.479,87.167
2017081S13152,DEBBIE,2017-03-28 07:00:00,-20.4,148.39,72,968,84.475,83.567
2017081S13152,DEBBIE,2017-03-28 08:00:00,-20.42,148.33,66,974,81.745,79.68
2017081S13152,DEBBIE,2017-03-28 09:00:00,-20.44,148.27,62,976,78.889,76.393
2017081S13152,DEBBIE,2017-03-28 10:00:00,-20.55,148.1,60,978,74.768,75.185
2017081S13152,DEBBIE,2017-03-28 11:00:00,-20.66,147.93,55,983,69.702,68.833
2017081S13152,DEBBIE,2017-03-28 12:00:00,-20.7,147.8,55,983,69.702,68.833
2017081S13152,DEBBIE,2017-03-28 13:00:00,-20.74,147.67,50,987,60.653,61.616
2017081S13152,DEBBIE,2017-03-28 14:00:00,-20.78,147.54,45,990,55.849,52.321
2017081S13152,DEBBIE,2017-03-28 15:00:00,-20.82,147.41,45,990,55.849,52.321
2017081S13152,DEBBIE,2017-03-28 16:00:00,-20.9,147.28,40,994,47.251,43.442
2017081S13152,DEBBIE,2017-03-28 17:00:00,-20.95,147.2,30,995,25.808,37.697
2017081S13152,DEBBIE,2017-03-28 19:00:00,-21.2,147.2,-1,995,-100,37.697
2017081S13152,DEBBIE,2017-03-28 20:00:00,-21.3,147.1,-1,995,-100,37.697
2017081S13152,DEBBIE,2017-03-29 00:00:00,-21.6,146.9,-1,996,-100,34.22
2017081S13152,DEBBIE,2017-03-29 06:00:00,-22.01,146.8,-1,997,-100,31.234
2017081S13152,DEBBIE,2017-03-29 12:00:00,-23,147.3,-1,998,-100,25.937
2017081S13152,DEBBIE,2017-03-29 18:00:00,-24.2,148,-1,998,-100,25.937
2017081S13152,DEBBIE,2017-03-30 00:00:00,-24.7,148.8,-1,1000,-100,16.678
2017081S13152,DEBBIE,2017-03-30 03:00:00,-25.3,150.1,-1,1000,-100,16.678
2017081S13152,DEBBIE,2017-03-30 04:00:00,-25.45,150.3,-1,1000,-100,16.678
2017081S13152,DEBBIE,2017-03-30 05:00:00,-25.55,151.4,-1,999,-100,23.042
2017081S13152,DEBBIE,2017-03-30 06:00:00,-25.75,152.3,-1,999,-100,23.042
2017081S13152,DEBBIE,2017-03-30 07:00:00,-26.3,152.9,-1,998,-100,25.937
2017081S13152,DEBBIE,2017-03-30 08:00:00,-26.8,152.95,-1,997,-100,31.234
2017081S13152,DEBBIE,2017-03-30 09:00:00,-27.2,152.9,-1,997,-100,31.234
2017081S13152,DEBBIE,2017-03-30 10:00:00,-27.5,152.9,-1,996,-100,34.22
2017081S13152,DEBBIE,2017-03-30 11:00:00,-27.66,153,-1,996,-100,34.22
2017081S13152,DEBBIE,2017-03-30 12:00:00,-27.8,153.12,-1,996,-100,34.22
2017081S13152,DEBBIE,2017-03-30 13:00:00,-27.9,153.3,-1,996,-100,34.22
2017081S13152,DEBBIE,2017-03-30 14:00:00,-27.93,153.4,-1,996,-100,34.22
2017081S13152,DEBBIE,2017-03-30 16:00:00,-28.17,153.8,-1,996,-100,34.22
2017095S11113,ERNIE,2017-04-05 00:00:00,-10.9,113.2,15,1007,0.169,0.828
2017095S11113,ERNIE,2017-04-05 06:00:00,-11.5,112.1,20,1005,1.772,2.686
2017095S11113,ERNIE,2017-04-05 12:00:00,-11.7,111.7,20,1005,1.772,2.686
2017095S11113,ERNIE,2017-04-05 18:00:00,-12.4,111.3,20,1004,1.772,4.868
2017095S11113,ERNIE,2017-04-06 00:00:00,-13,111.3,25,1002,8.811,10.454
2017095S11113,ERNIE,2017-04-06 03:00:00,-13.2,111.1,35,1000,38.771,16.678
2017095S11113,ERNIE,2017-04-06 06:00:00,-13.4,111,35,1000,38.771,16.678
2017095S11113,ERNIE,2017-04-06 12:00:00,-13.7,110.9,40,998,47.251,25.937
2017095S11113,ERNIE,2017-04-06 18:00:00,-14.1,110.85,45,995,55.849,37.697
2017095S11113,ERNIE,2017-04-07 00:00:00,-14.9,110.5,60,987,74.768,61.616
2017095S11113,ERNIE,2017-04-07 03:00:00,-15.1,110.35,75,974,84.481,79.68
2017095S11113,ERNIE,2017-04-07 06:00:00,-15.3,110.4,95,956,94.727,89.963
2017095S11113,ERNIE,2017-04-07 09:00:00,-15.5,110.5,105,946,97.47,94.236
2017095S11113,ERNIE,2017-04-07 12:00:00,-15.6,110.6,115,936,99.205,96.775
2017095S11113,ERNIE,2017-04-07 15:00:00,-15.8,110.4,120,922,99.605,98.872
2017095S11113,ERNIE,2017-04-07 18:00:00,-15.9,110.4,120,922,99.605,98.872
2017095S11113,ERNIE,2017-04-07 21:00:00,-16,110.4,115,928,99.205,98.295
2017095S11113,ERNIE,2017-04-08 00:00:00,-16.2,110.4,110,934,98.171,97.425
2017095S11113,ERNIE,2017-04-08 03:00:00,-16.4,110.2,100,948,95.986,93.875
2017095S11113,ERNIE,2017-04-08 06:00:00,-16.6,109.9,90,960,92.285,87.602
2017095S11113,ERNIE,2017-04-08 09:00:00,-16.7,109.6,90,960,92.285,87.602
2017095S11113,ERNIE,2017-04-08 12:00:00,-16.7,109.3,85,963,90.562,86.958
2017095S11113,ERNIE,2017-04-08 15:00:00,-16.8,109,80,966,86.479,84.217
2017095S11113,ERNIE,2017-04-08 18:00:00,-16.8,108.7,75,972,84.481,80.575
2017095S11113,ERNIE,2017-04-08 21:00:00,-16.7,108.5,75,972,84.481,80.575
2017095S11113,ERNIE,2017-04-09 00:00:00,-16.9,108.3,75,971,84.481,81.041
2017095S11113,ERNIE,2017-04-09 03:00:00,-17.2,108.1,75,971,84.481,81.041
2017095S11113,ERNIE,2017-04-09 06:00:00,-17.4,107.7,70,977,81.764,76.05
2017095S11113,ERNIE,2017-04-09 09:00:00,-17.6,107.3,65,981,78.895,70.691
2017095S11113,ERNIE,2017-04-09 12:00:00,-17.8,106.7,55,988,69.702,59.194
2017095S11113,ERNIE,2017-04-09 15:00:00,-17.8,106.1,50,992,60.653,48.176
2017095S11113,ERNIE,2017-04-09 18:00:00,-17.8,105.6,50,990,60.653,52.321
2017095S11113,ERNIE,2017-04-09 21:00:00,-17.9,104.7,50,992,60.653,48.176
2017095S11113,ERNIE,2017-04-10 00:00:00,-18.2,104.2,45,994,55.849,43.442
2017095S11113,ERNIE,2017-04-10 03:00:00,-18.4,103.7,45,994,55.849,43.442
2017095S11113,ERNIE,2017-04-10 06:00:00,-18.6,103.1,40,998,47.251,25.937
2017096S08135,NONAME,2017-04-06 00:00:00,-7.6,135.3,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-06 06:00:00,-8.5,136.9,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-07 00:00:00,-7.7,134.1,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-07 06:00:00,-8.2,134,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-07 12:00:00,-7,133.6,15,-1,0.169,-100
2017096S08135,NONAME,2017-04-07 18:00:00,-7,133.4,15,-1,0.169,-100
2017096S08135,NONAME,2017-04-08 00:00:00,-7.4,132.5,15,-1,0.169,-100
2017096S08135,NONAME,2017-04-08 06:00:00,-7.7,132.6,20,1005,1.772,2.686
2017096S08135,NONAME,2017-04-08 12:00:00,-7.6,132.3,20,1006,1.772,1.429
2017096S08135,NONAME,2017-04-08 18:00:00,-7.4,131.8,20,1003,1.772,7.732
2017096S08135,NONAME,2017-04-09 00:00:00,-7.5,131.9,20,1004,1.772,4.868
2017096S08135,NONAME,2017-04-09 06:00:00,-7.8,132.2,25,1002,8.811,10.454
2017096S08135,NONAME,2017-04-09 12:00:00,-8.1,132.8,25,1003,8.811,7.732
2017096S08135,NONAME,2017-04-09 18:00:00,-8.4,132.8,25,1003,8.811,7.732
2017096S08135,NONAME,2017-04-10 00:00:00,-9.1,132.9,25,1001,8.811,14.336
2017096S08135,NONAME,2017-04-10 06:00:00,-9.8,132.5,25,998,8.811,25.937
2017096S08135,NONAME,2017-04-10 12:00:00,-10.3,132.2,30,999,25.808,23.042
2017096S08135,NONAME,2017-04-10 18:00:00,-10.5,132.3,30,998,25.808,25.937
2017096S08135,NONAME,2017-04-11 00:00:00,-10.9,132.15,30,998,25.808,25.937
2017096S08135,NONAME,2017-04-11 06:00:00,-11.6,132.1,30,998,25.808,25.937
2017096S08135,NONAME,2017-04-11 12:00:00,-11.9,131.8,30,1002,25.808,10.454
2017096S08135,NONAME,2017-04-11 18:00:00,-12.1,131.2,25,1003,8.811,7.732
2017096S08135,NONAME,2017-04-12 00:00:00,-12.4,131,20,1006,1.772,1.429
2017096S08135,NONAME,2017-04-12 06:00:00,-12.8,130.4,20,1004,1.772,4.868
2017096S08135,NONAME,2017-04-12 12:00:00,-12.9,129.6,20,1006,1.772,1.429
2017096S08135,NONAME,2017-04-12 18:00:00,-13.32,129,20,1008,1.772,0.294
2017096S08135,NONAME,2017-04-13 00:00:00,-13.5,127.6,25,1008,8.811,0.294
2017096S08135,NONAME,2017-04-13 06:00:00,-13.6,125.2,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-13 12:00:00,-14,123.8,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-13 18:00:00,-14.2,122,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-14 00:00:00,-14.6,121.1,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-14 06:00:00,-15.4,119.5,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-14 12:00:00,-15.7,118.9,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-14 18:00:00,-16,118.1,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-15 00:00:00,-16.5,117.6,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-15 06:00:00,-16.5,116.9,-1,-1,-100,-100
2017096S08135,NONAME,2017-04-16 00:00:00,-15.8,115.1,-1,-1,-100,-100
2017113N09144,MUIFA,2017-04-22 18:00:00,8.6,143.9,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-23 00:00:00,9.2,143.2,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-23 06:00:00,9.9,142.4,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-23 12:00:00,10.6,141.7,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-23 18:00:00,11.2,140.8,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-24 00:00:00,11.8,139.7,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-24 06:00:00,12.1,138.8,0,1004,-100,8.39
2017113N09144,MUIFA,2017-04-24 12:00:00,12.4,138.2,0,1004,-100,8.39
2017113N09144,MUIFA,2017-04-24 18:00:00,12.5,137.5,0,1004,-100,8.39
2017113N09144,MUIFA,2017-04-25 00:00:00,12.7,137,0,1004,-100,8.39
2017113N09144,MUIFA,2017-04-25 06:00:00,12.8,136.6,0,1004,-100,8.39
2017113N09144,MUIFA,2017-04-25 12:00:00,12.9,136.4,0,1004,-100,8.39
2017113N09144,MUIFA,2017-04-25 18:00:00,13.1,136,35,1002,0,15.757
2017113N09144,MUIFA,2017-04-26 00:00:00,13.2,135.7,35,1002,0,15.757
2017113N09144,MUIFA,2017-04-26 06:00:00,13.6,134.8,35,1002,0,15.757
2017113N09144,MUIFA,2017-04-26 12:00:00,14,134.4,35,1002,0,15.757
2017113N09144,MUIFA,2017-04-26 18:00:00,14.4,134.4,35,1002,0,15.757
2017113N09144,MUIFA,2017-04-27 00:00:00,14.8,134.4,35,1002,0,15.757
2017113N09144,MUIFA,2017-04-27 06:00:00,15.9,134.7,0,1004,-100,8.39
2017113N09144,MUIFA,2017-04-27 12:00:00,17,134.7,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-27 18:00:00,17.8,134.8,0,1006,-100,4.459
2017113N09144,MUIFA,2017-04-28 00:00:00,18.4,135.5,0,1008,-100,1.521
2017113N09144,MUIFA,2017-04-28 06:00:00,19,136.3,0,1008,-100,1.521
2017113N09144,MUIFA,2017-04-28 12:00:00,19.9,137.7,0,1008,-100,1.521
2017113N09144,MUIFA,2017-04-28 18:00:00,20.8,139,0,1008,-100,1.521
2017113N09144,MUIFA,2017-04-29 00:00:00,21.5,140.2,0,1008,-100,1.521
2017113N09144,MUIFA,2017-04-29 06:00:00,22.7,141.8,0,1008,-100,1.521
2017114S08137,FRANCES,2017-04-24 00:00:00,-7.8,136.5,15,1008,0.169,0.294
2017114S08137,FRANCES,2017-04-24 06:00:00,-8.1,135.3,20,1006,1.772,1.429
2017114S08137,FRANCES,2017-04-24 12:00:00,-8.1,134.5,20,1008,1.772,0.294
2017114S08137,FRANCES,2017-04-24 18:00:00,-8,133.9,20,1008,1.772,0.294
2017114S08137,FRANCES,2017-04-25 00:00:00,-7.5,133.2,20,1009,1.772,0.172
2017114S08137,FRANCES,2017-04-25 06:00:00,-7.5,132.9,20,1006,1.772,1.429
2017114S08137,FRANCES,2017-04-25 12:00:00,-7.3,132.6,20,1008,1.772,0.294
2017114S08137,FRANCES,2017-04-25 18:00:00,-7.4,132.1,25,1006,8.811,1.429
2017114S08137,FRANCES,2017-04-26 00:00:00,-7.7,131.5,25,1006,8.811,1.429
2017114S08137,FRANCES,2017-04-26 06:00:00,-7.7,131.7,25,1003,8.811,7.732
2017114S08137,FRANCES,2017-04-26 12:00:00,-8.5,131.4,25,1005,8.811,2.686
2017114S08137,FRANCES,2017-04-26 18:00:00,-8.8,130.7,25,1004,8.811,4.868
2017114S08137,FRANCES,2017-04-27 00:00:00,-10,130.1,30,1002,25.808,10.454
2017114S08137,FRANCES,2017-04-27 06:00:00,-10.5,129.2,35,997,38.771,31.234
2017114S08137,FRANCES,2017-04-27 12:00:00,-10.7,128.3,45,994,55.849,43.442
2017114S08137,FRANCES,2017-04-27 18:00:00,-11,127.5,50,993,60.653,46.447
2017114S08137,FRANCES,2017-04-28 00:00:00,-11.3,126.4,55,990,69.702,52.321
2017114S08137,FRANCES,2017-04-28 06:00:00,-11.8,125.6,65,983,78.895,68.833
2017114S08137,FRANCES,2017-04-28 12:00:00,-12.2,125.1,65,981,78.895,70.691
2017114S08137,FRANCES,2017-04-28 18:00:00,-12.4,124.4,65,980,78.895,71.188
2017114S08137,FRANCES,2017-04-29 00:00:00,-12.7,124,65,982,78.895,69.502
2017114S08137,FRANCES,2017-04-29 06:00:00,-13,123.8,55,989,69.702,58.471
2017114S08137,FRANCES,2017-04-29 12:00:00,-13,123.2,50,992,60.653,48.176
2017114S08137,FRANCES,2017-04-29 18:00:00,-13.1,122.6,35,1000,38.771,16.678
2017114S08137,FRANCES,2017-04-30 00:00:00,-13.4,122.2,35,1002,38.771,10.454
