name,time,nature,lat,lng,wind,pres,wind_pct,pres_pct
CONSON,2016-08-16 00:00:00,ET,56.1,142.6,0,996,-100,33.112
CONSON,2016-08-16 06:00:00,ET,57.2,142,0,998,-100,27.967
CONSON,2016-08-16 12:00:00,ET,58.7,143.1,0,1000,-100,21.041
NOT NAMED,2016-08-09 09:00:00,NR,22,88.5,25,996,2.297,48.006
NOT NAMED,2016-08-09 12:00:00,NR,22,88.5,25,996,2.297,48.006
NOT NAMED,2016-08-09 18:00:00,NR,22.5,89,25,995,2.297,57.304
NOT NAMED,2016-08-10 00:00:00,NR,22.8,89.7,25,995,2.297,57.304
NOT NAMED,2016-08-10 03:00:00,NR,23,89.4,30,994,19.647,58.073
NOT NAMED,2016-08-10 06:00:00,NR,23.1,89.3,30,994,19.647,58.073
NOT NAMED,2016-08-10 12:00:00,NR,23.4,89.1,30,994,19.647,58.073
NOT NAMED,2016-08-10 18:00:00,NR,23.6,88.5,30,994,19.647,58.073
NOT NAMED,2016-08-11 00:00:00,NR,23.8,87.8,30,994,19.647,58.073
NOT NAMED,2016-08-11 03:00:00,NR,24,87.4,30,994,19.647,58.073
NOT NAMED,2016-08-11 06:00:00,NR,24,87,25,996,2.297,48.006
NOT NAMED,2016-08-11 12:00:00,NR,24,86.5,25,996,2.297,48.006
NOT NAMED,2016-08-11 18:00:00,NR,24,85.7,25,996,2.297,48.006
NOT NAMED,2016-08-12 00:00:00,NR,24,85,25,996,2.297,48.006
NOT NAMED,2016-08-12 03:00:00,NR,24,84.5,25,996,2.297,48.006
NOT NAMED,2016-08-12 06:00:00,NR,24,84.5,25,996,2.297,48.006
NOT NAMED,2016-08-12 12:00:00,NR,24.2,84.5,25,996,2.297,48.006
NOT NAMED,2016-08-12 18:00:00,NR,24.4,84,20,996,0.565,48.006
CHANTHU,2016-08-12 00:00:00,TS,16,137.6,0,1002,-100,15.757
CHANTHU,2016-08-12 06:00:00,TS,16.3,138,0,1002,-100,15.757
CHANTHU,2016-08-12 12:00:00,TS,16.8,138.6,0,1002,-100,15.757
CHANTHU,2016-08-12 18:00:00,TS,17.2,139.4,0,1002,-100,15.757
CHANTHU,2016-08-13 00:00:00,TS,17.7,139.9,0,1002,-100,15.757
CHANTHU,2016-08-13 06:00:00,TS,18.8,140.7,0,1000,-100,21.041
CHANTHU,2016-08-13 12:00:00,TS,19.8,141.9,0,1000,-100,21.041
CHANTHU,2016-08-13 18:00:00,TS,20.9,142.9,35,994,0,39.314
CHANTHU,2016-08-14 00:00:00,TS,22,143.6,35,994,0,39.314
CHANTHU,2016-08-14 06:00:00,TS,23.4,144.2,40,992,10.928,43.677
CHANTHU,2016-08-14 12:00:00,TS,24.6,144.5,45,990,22.064,48.188
CHANTHU,2016-08-14 18:00:00,TS,25.7,144.8,50,985,33.442,55.687
CHANTHU,2016-08-15 00:00:00,TS,27.1,145,50,985,33.442,55.687
CHANTHU,2016-08-15 06:00:00,TS,28.1,144.5,50,985,33.442,55.687
CHANTHU,2016-08-15 12:00:00,TS,29.4,143.8,45,985,22.064,55.687
CHANTHU,2016-08-15 18:00:00,TS,30.5,143,45,985,22.064,55.687
CHANTHU,2016-08-16 00:00:00,TS,31.6,142.5,50,980,33.442,63.058
CHANTHU,2016-08-16 06:00:00,TS,33.4,141.4,50,980,33.442,63.058
CHANTHU,2016-08-16 12:00:00,TS,34.4,141,50,980,33.442,63.058
CHANTHU,2016-08-16 18:00:00,TS,35.8,141.2,50,980,33.442,63.058
CHANTHU,2016-08-17 00:00:00,TS,37.8,141.7,55,980,43.392,63.058
CHANTHU,2016-08-17 03:00:00,TS,39,142.2,55,980,43.392,63.058
CHANTHU,2016-08-17 06:00:00,TS,40.8,142.7,55,980,43.392,63.058
CHANTHU,2016-08-17 08:00:00,TS,41.8,143,55,980,43.392,63.058
CHANTHU,2016-08-17 09:00:00,TS,42.3,143.1,55,980,43.392,63.058
CHANTHU,2016-08-17 12:00:00,TS,44.3,143.1,55,984,43.392,62.283
CHANTHU,2016-08-17 18:00:00,ET,47.7,144.6,0,984,-100,62.283
CHANTHU,2016-08-18 00:00:00,ET,51.2,145.3,0,982,-100,62.911
CHANTHU,2016-08-18 06:00:00,ET,54.6,146.7,0,980,-100,63.058
CHANTHU,2016-08-18 12:00:00,ET,58.1,147.6,0,982,-100,62.911
CHANTHU,2016-08-18 18:00:00,ET,60.7,149.1,0,986,-100,55.364
DIANMU,2016-08-15 06:00:00,TS,21.7,117,0,996,-100,33.112
DIANMU,2016-08-15 12:00:00,TS,21.7,116.3,0,996,-100,33.112
DIANMU,2016-08-15 18:00:00,TS,21.7,115.4,0,996,-100,33.112
DIANMU,2016-08-16 00:00:00,TS,21.8,114.7,0,996,-100,33.112
DIANMU,2016-08-16 06:00:00,TS,21.7,114,0,994,-100,39.314
DIANMU,2016-08-16 12:00:00,TS,21.6,113.5,0,994,-100,39.314
DIANMU,2016-08-16 18:00:00,TS,21.5,113.3,0,992,-100,43.677
DIANMU,2016-08-17 00:00:00,TS,21.5,113.2,0,992,-100,43.677
DIANMU,2016-08-17 06:00:00,TS,21.5,113.1,0,992,-100,43.677
DIANMU,2016-08-17 12:00:00,TS,21.4,112.9,0,990,-100,48.188
DIANMU,2016-08-17 18:00:00,TS,21.1,112.2,35,985,0,55.687
DIANMU,2016-08-18 00:00:00,TS,20.9,111.3,35,985,0,55.687
DIANMU,2016-08-18 06:00:00,TS,20.8,110.3,35,985,0,55.687
DIANMU,2016-08-18 12:00:00,TS,20.5,109.2,35,985,0,55.687
DIANMU,2016-08-18 18:00:00,TS,20.5,108.2,40,980,10.928,63.058
DIANMU,2016-08-19 00:00:00,TS,20.5,107.3,40,980,10.928,63.058
DIANMU,2016-08-19 06:00:00,TS,20.6,106.4,40,980,10.928,63.058
DIANMU,2016-08-19 12:00:00,TS,20.8,104.8,0,990,-100,48.188
DIANMU,2016-08-19 18:00:00,TS,21.2,102.5,0,994,-100,39.314
KAY,2016-08-17 00:00:00,DS,12.4,-106.5,25,1008,5.031,15.951
KAY,2016-08-17 06:00:00,DS,13.1,-106.9,25,1007,5.031,21.551
KAY,2016-08-17 12:00:00,DS,13.8,-107.3,25,1007,5.031,21.551
KAY,2016-08-17 18:00:00,DS,14.6,-107.8,25,1007,5.031,21.551
KAY,2016-08-18 00:00:00,DS,15.4,-108.3,25,1006,5.031,26.919
KAY,2016-08-18 06:00:00,DS,16.2,-108.8,25,1006,5.031,26.919
KAY,2016-08-18 12:00:00,TS,16.9,-109.2,30,1005,17.645,32.311
KAY,2016-08-18 18:00:00,TS,17.4,-109.7,30,1005,17.645,32.311
KAY,2016-08-19 00:00:00,TS,17.7,-110.1,30,1005,17.645,32.311
KAY,2016-08-19 06:00:00,TS,18,-110.6,35,1004,32.623,38.284
KAY,2016-08-19 12:00:00,TS,18.3,-111.1,35,1004,32.623,38.284
KAY,2016-08-19 18:00:00,TS,18.6,-111.5,35,1004,32.623,38.284
KAY,2016-08-20 00:00:00,TS,19.1,-111.8,40,1003,42.727,42.121
KAY,2016-08-20 06:00:00,TS,19.5,-112.1,40,1003,42.727,42.121
KAY,2016-08-20 12:00:00,TS,19.8,-112.4,45,1002,50.436,45.642
KAY,2016-08-20 18:00:00,TS,20.1,-112.7,40,1003,42.727,42.121
KAY,2016-08-21 00:00:00,TS,20.4,-113.1,40,1003,42.727,42.121
KAY,2016-08-21 06:00:00,TS,20.7,-113.7,35,1005,32.623,32.311
KAY,2016-08-21 12:00:00,TS,21,-114.4,40,1002,42.727,45.642
KAY,2016-08-21 18:00:00,TS,21.3,-115,45,1000,50.436,51.359
KAY,2016-08-22 00:00:00,TS,21.6,-115.6,45,1000,50.436,51.359
KAY,2016-08-22 06:00:00,TS,21.8,-116.2,45,1001,50.436,49.193
KAY,2016-08-22 12:00:00,TS,21.9,-116.8,45,1001,50.436,49.193
KAY,2016-08-22 18:00:00,TS,21.9,-117.5,40,1003,42.727,42.121
KAY,2016-08-23 00:00:00,TS,21.9,-118.2,35,1004,32.623,38.284
KAY,2016-08-23 06:00:00,TS,22.1,-119,30,1006,17.645,26.919
KAY,2016-08-23 12:00:00,DS,22.6,-119.8,30,1008,17.645,15.951
KAY,2016-08-23 18:00:00,DS,23.2,-120.6,30,1009,17.645,9.984
KAY,2016-08-24 00:00:00,DS,23.5,-121.5,25,1010,5.031,5.681
KAY,2016-08-24 06:00:00,DS,23.7,-122.5,25,1010,5.031,5.681
KAY,2016-08-24 12:00:00,DS,23.8,-123.5,25,1011,5.031,3.78
KAY,2016-08-24 18:00:00,DS,23.9,-124.5,25,1012,5.031,2.14
KAY,2016-08-25 00:00:00,DS,23.9,-125.5,20,1012,0.874,2.14
KAY,2016-08-25 06:00:00,DS,23.8,-126.6,20,1013,0.874,1.348
KAY,2016-08-25 12:00:00,DS,23.8,-127.7,20,1013,0.874,1.348
KAY,2016-08-25 18:00:00,DS,23.7,-128.7,20,1014,0.874,0.775
KAY,2016-08-26 00:00:00,DS,23.6,-129.7,20,1014,0.874,0.775
KAY,2016-08-26 06:00:00,DS,23.5,-130.7,20,1014,0.874,0.775
FIONA,2016-08-16 18:00:00,TS,12,-32.2,25,1009,5.031,9.984
FIONA,2016-08-17 00:00:00,TS,12.4,-33.6,30,1008,17.645,15.951
FIONA,2016-08-17 06:00:00,TS,12.9,-34.8,30,1008,17.645,15.951
FIONA,2016-08-17 12:00:00,TS,13.7,-36,35,1007,32.623,21.551
FIONA,2016-08-17 18:00:00,TS,14.5,-37.3,35,1007,32.623,21.551
FIONA,2016-08-18 00:00:00,TS,15.2,-38.5,35,1007,32.623,21.551
FIONA,2016-08-18 06:00:00,TS,15.7,-39.4,40,1006,42.727,26.919
FIONA,2016-08-18 12:00:00,TS,16.1,-40.1,40,1006,42.727,26.919
FIONA,2016-08-18 18:00:00,TS,16.5,-40.8,40,1005,42.727,32.311
FIONA,2016-08-19 00:00:00,TS,16.9,-41.5,45,1004,50.436,38.284
FIONA,2016-08-19 06:00:00,TS,17.3,-42.3,45,1004,50.436,38.284
FIONA,2016-08-19 12:00:00,TS,17.7,-43.1,40,1005,42.727,32.311
FIONA,2016-08-19 18:00:00,TS,18,-43.9,40,1006,42.727,26.919
FIONA,2016-08-20 00:00:00,TS,18.5,-44.9,40,1005,42.727,32.311
FIONA,2016-08-20 06:00:00,TS,19.2,-46.1,40,1005,42.727,32.311
FIONA,2016-08-20 12:00:00,TS,20,-47.2,45,1004,50.436,38.284
FIONA,2016-08-20 18:00:00,TS,20.8,-48.4,45,1004,50.436,38.284
FIONA,2016-08-21 00:00:00,TS,21.5,-49.6,45,1004,50.436,38.284
FIONA,2016-08-21 06:00:00,TS,22.1,-51.1,40,1005,42.727,32.311
FIONA,2016-08-21 12:00:00,TS,22.6,-52.6,35,1006,32.623,26.919
FIONA,2016-08-21 18:00:00,TS,23.1,-54.2,35,1006,32.623,26.919
FIONA,2016-08-22 00:00:00,TS,23.7,-55.9,35,1007,32.623,21.551
FIONA,2016-08-22 06:00:00,TS,24.2,-57.6,30,1008,17.645,15.951
FIONA,2016-08-22 12:00:00,TS,24.5,-59.1,30,1008,17.645,15.951
FIONA,2016-08-22 18:00:00,TS,25,-60.5,30,1009,17.645,9.984
FIONA,2016-08-23 00:00:00,TS,25.3,-61.7,30,1010,17.645,5.681
FIONA,2016-08-23 06:00:00,TS,25.6,-62.9,25,1012,5.031,2.14
FIONA,2016-08-23 12:00:00,DS,25.9,-64,20,1014,0.874,0.775
FIONA,2016-08-23 18:00:00,DS,26.3,-64.9,20,1015,0.874,0.463
FIONA,2016-08-24 00:00:00,DS,26.7,-65.8,20,1016,0.874,0.283
FIONA,2016-08-24 06:00:00,DS,27.1,-66.7,20,1016,0.874,0.283
MINDULLE,2016-08-17 00:00:00,TS,15.3,138.9,0,1002,-100,15.757
MINDULLE,2016-08-17 06:00:00,TS,15.2,139.9,0,998,-100,27.967
MINDULLE,2016-08-17 12:00:00,TS,15.2,140.7,0,998,-100,27.967
MINDULLE,2016-08-17 18:00:00,TS,15.1,141.3,0,996,-100,33.112
MINDULLE,2016-08-18 00:00:00,TS,15.2,142,0,996,-100,33.112
MINDULLE,2016-08-18 06:00:00,TS,15.6,142.8,0,996,-100,33.112
MINDULLE,2016-08-18 12:00:00,TS,16.1,143.1,0,996,-100,33.112
MINDULLE,2016-08-18 18:00:00,TS,16.6,143.1,0,996,-100,33.112
MINDULLE,2016-08-19 00:00:00,TS,17.2,142.5,0,996,-100,33.112
MINDULLE,2016-08-19 06:00:00,TS,17.8,141.8,35,994,0,39.314
MINDULLE,2016-08-19 12:00:00,TS,18.7,140.9,35,994,0,39.314
MINDULLE,2016-08-19 18:00:00,TS,19.4,140.6,40,992,10.928,43.677
MINDULLE,2016-08-20 00:00:00,TS,20.4,140.8,40,992,10.928,43.677
MINDULLE,2016-08-20 06:00:00,TS,22.1,141,45,990,22.064,48.188
MINDULLE,2016-08-20 12:00:00,TS,24.4,141.1,50,985,33.442,55.687
MINDULLE,2016-08-20 18:00:00,TS,26.2,140.8,50,985,33.442,55.687
MINDULLE,2016-08-21 00:00:00,TS,28,140.6,50,985,33.442,55.687
MINDULLE,2016-08-21 06:00:00,TS,29.8,139.9,50,985,33.442,55.687
MINDULLE,2016-08-21 12:00:00,TS,31.5,139.5,55,980,43.392,63.058
MINDULLE,2016-08-21 15:00:00,TS,32.3,139.2,55,980,43.392,63.058
MINDULLE,2016-08-21 18:00:00,TS,33.1,139.4,65,975,59.318,69.456
MINDULLE,2016-08-21 21:00:00,TS,33.8,139.3,65,975,59.318,69.456
MINDULLE,2016-08-22 00:00:00,TS,34.2,139.5,65,975,59.318,69.456
MINDULLE,2016-08-22 03:00:00,TS,34.8,139.8,65,975,59.318,69.456
MINDULLE,2016-08-22 06:00:00,TS,35.9,140,60,980,51.677,63.058
MINDULLE,2016-08-22 09:00:00,TS,36.6,140.3,55,985,43.392,55.687
MINDULLE,2016-08-22 12:00:00,TS,37.8,140.8,55,990,43.392,48.188
MINDULLE,2016-08-22 15:00:00,TS,38.9,141.1,55,990,43.392,48.188
MINDULLE,2016-08-22 18:00:00,TS,40.4,141.9,50,992,33.442,43.677
MINDULLE,2016-08-22 20:00:00,TS,41.8,142.3,50,992,33.442,43.677
MINDULLE,2016-08-22 21:00:00,TS,42.4,142.6,50,992,33.442,43.677
MINDULLE,2016-08-23 00:00:00,TS,43.6,143.8,50,992,33.442,43.677
MINDULLE,2016-08-23 03:00:00,ET,45.1,145.3,0,992,-100,43.677
NOT NAMED,2016-08-16 12:00:00,NR,21,89,20,996,0.565,48.006
NOT NAMED,2016-08-16 18:00:00,NR,21.2,88.7,20,996,0.565,48.006
NOT NAMED,2016-08-17 00:00:00,NR,21.4,88.4,20,996,0.565,48.006
NOT NAMED,2016-08-17 03:00:00,NR,21.5,88.5,20,996,0.565,48.006
NOT NAMED,2016-08-17 06:00:00,NR,21.5,88.5,20,996,0.565,48.006
NOT NAMED,2016-08-17 12:00:00,NR,22,88.2,25,994,2.297,58.073
NOT NAMED,2016-08-17 18:00:00,NR,22.9,86.9,25,994,2.297,58.073
NOT NAMED,2016-08-18 00:00:00,NR,23.7,85.7,25,994,2.297,58.073
NOT NAMED,2016-08-18 03:00:00,NR,24,85,25,994,2.297,58.073
NOT NAMED,2016-08-18 06:00:00,NR,24,84.4,25,994,2.297,58.073
NOT NAMED,2016-08-18 12:00:00,NR,24.1,83.4,25,994,2.297,58.073
NOT NAMED,2016-08-18 18:00:00,NR,24.4,82.7,25,994,2.297,58.073
NOT NAMED,2016-08-19 00:00:00,NR,24.7,82.1,25,994,2.297,58.073
NOT NAMED,2016-08-19 03:00:00,NR,25,82.3,25,994,2.297,58.073
NOT NAMED,2016-08-19 06:00:00,NR,24.8,80.6,25,994,2.297,58.073
NOT NAMED,2016-08-19 12:00:00,NR,24.7,79,25,994,2.297,58.073
NOT NAMED,2016-08-19 18:00:00,NR,24.7,78.4,25,994,2.297,58.073
NOT NAMED,2016-08-20 00:00:00,NR,24.7,77.8,25,994,2.297,58.073
NOT NAMED,2016-08-20 03:00:00,NR,24.8,77.5,25,994,2.297,58.073
NOT NAMED,2016-08-20 06:00:00,NR,24.8,77.3,25,994,2.297,58.073
NOT NAMED,2016-08-20 12:00:00,NR,24.8,77.2,20,994,0.565,58.073
NOT NAMED,2016-08-20 18:00:00,NR,25,76.5,15,996,0,48.006
LIONROCK,2016-08-17 00:00:00,TS,26.4,159.1,0,996,-100,33.112
LIONROCK,2016-08-17 06:00:00,TS,27,157,0,996,-100,33.112
LIONROCK,2016-08-17 12:00:00,TS,27.4,155.4,0,996,-100,33.112
LIONROCK,2016-08-17 18:00:00,TS,28.3,153.6,0,996,-100,33.112
LIONROCK,2016-08-18 00:00:00,TS,29.3,152,0,996,-100,33.112
LIONROCK,2016-08-18 06:00:00,TS,30.4,150.4,0,996,-100,33.112
LIONROCK,2016-08-18 12:00:00,TS,31.4,148.6,0,996,-100,33.112
LIONROCK,2016-08-18 18:00:00,TS,32.2,146.8,0,996,-100,33.112
LIONROCK,2016-08-19 00:00:00,TS,32.9,144.9,0,996,-100,33.112
LIONROCK,2016-08-19 06:00:00,TS,33.1,142.8,0,996,-100,33.112
LIONROCK,2016-08-19 12:00:00,TS,33.1,141.3,0,996,-100,33.112
LIONROCK,2016-08-19 18:00:00,TS,32.3,139.7,0,996,-100,33.112
LIONROCK,2016-08-20 00:00:00,TS,31.5,138.5,0,996,-100,33.112
LIONROCK,2016-08-20 06:00:00,TS,31,137.6,0,996,-100,33.112
LIONROCK,2016-08-20 12:00:00,TS,30.5,136.7,0,996,-100,33.112
LIONROCK,2016-08-20 18:00:00,TS,30.1,135.5,0,996,-100,33.112
LIONROCK,2016-08-21 00:00:00,TS,29.8,134.3,0,996,-100,33.112
LIONROCK,2016-08-21 06:00:00,TS,29.5,133.7,0,996,-100,33.112
LIONROCK,2016-08-21 12:00:00,TS,29.2,133.3,35,992,0,43.677
LIONROCK,2016-08-21 18:00:00,TS,28.8,133.2,40,990,10.928,48.188
LIONROCK,2016-08-22 00:00:00,TS,28.8,133.4,40,990,10.928,48.188
LIONROCK,2016-08-22 06:00:00,TS,28.7,133.7,40,990,10.928,48.188
LIONROCK,2016-08-22 12:00:00,TS,28.5,134.1,40,990,10.928,48.188
LIONROCK,2016-08-22 18:00:00,TS,28.2,134.3,45,990,22.064,48.188
LIONROCK,2016-08-23 00:00:00,TS,28,134.4,50,985,33.442,55.687
LIONROCK,2016-08-23 06:00:00,TS,27.3,134.2,55,980,43.392,63.058
LIONROCK,2016-08-23 12:00:00,TS,26.6,134,60,975,51.677,69.456
LIONROCK,2016-08-23 18:00:00,TS,25.8,133.3,70,965,65.626,78.285
LIONROCK,2016-08-24 00:00:00,TS,25.3,132.8,75,960,72.95,81.843
LIONROCK,2016-08-24 06:00:00,TS,24.8,132.3,80,950,79.072,87.899
LIONROCK,2016-08-24 12:00:00,TS,24.4,131.8,80,950,79.072,87.899
LIONROCK,2016-08-24 18:00:00,TS,23.9,131.4,85,945,84.969,90.495
LIONROCK,2016-08-25 00:00:00,TS,23.6,131.1,85,945,84.969,90.495
LIONROCK,2016-08-25 06:00:00,TS,23.5,130.9,85,945,84.969,90.495
LIONROCK,2016-08-25 12:00:00,TS,23.5,130.8,85,945,84.969,90.495
LIONROCK,2016-08-25 18:00:00,TS,23.1,130.5,85,945,84.969,90.495
LIONROCK,2016-08-26 00:00:00,TS,23.2,131,85,945,84.969,90.495
LIONROCK,2016-08-26 06:00:00,TS,23.1,131.3,85,945,84.969,90.495
LIONROCK,2016-08-26 12:00:00,TS,23.2,132.1,80,950,79.072,87.899
LIONROCK,2016-08-26 18:00:00,TS,23.5,132.5,80,950,79.072,87.899
LIONROCK,2016-08-27 00:00:00,TS,23.7,133.1,85,945,84.969,90.495
LIONROCK,2016-08-27 06:00:00,TS,24,133.9,85,945,84.969,90.495
LIONROCK,2016-08-27 12:00:00,TS,24.5,134.6,85,945,84.969,90.495
LIONROCK,2016-08-27 18:00:00,TS,25.1,135.6,85,945,84.969,90.495
LIONROCK,2016-08-28 00:00:00,TS,26.1,136.6,85,945,84.969,90.495
LIONROCK,2016-08-28 06:00:00,TS,27.7,137.9,90,940,89.463,92.587
LIONROCK,2016-08-28 12:00:00,TS,28.5,138.8,90,940,89.463,92.587
LIONROCK,2016-08-28 18:00:00,TS,29.4,140.5,90,940,89.463,92.587
LIONROCK,2016-08-29 00:00:00,TS,30.4,141.7,85,945,84.969,90.495
LIONROCK,2016-08-29 06:00:00,TS,31.3,142.7,80,950,79.072,87.899
LIONROCK,2016-08-29 12:00:00,TS,32.3,143.4,75,960,72.95,81.843
LIONROCK,2016-08-29 18:00:00,TS,34,143.6,70,965,65.626,78.285
LIONROCK,2016-08-29 21:00:00,TS,34.8,143.4,70,965,65.626,78.285
LIONROCK,2016-08-30 00:00:00,TS,35.6,143,65,965,59.318,78.285
LIONROCK,2016-08-30 03:00:00,TS,36.6,142.4,65,965,59.318,78.285
LIONROCK,2016-08-30 06:00:00,TS,37.8,142.2,65,965,59.318,78.285
LIONROCK,2016-08-30 08:00:00,TS,38.8,142,65,965,59.318,78.285
LIONROCK,2016-08-30 09:00:00,TS,39.3,141.7,60,970,51.677,74.253
LIONROCK,2016-08-30 12:00:00,TS,41.3,140,60,972,51.677,74.031
LIONROCK,2016-08-30 15:00:00,ET,42,138,0,976,-100,69.154
LIONROCK,2016-08-30 18:00:00,ET,43.9,135.7,0,980,-100,63.058
KOMPASU,2016-08-18 12:00:00,TS,22.3,152.8,0,998,-100,27.967
KOMPASU,2016-08-18 18:00:00,TS,24.1,153.4,0,996,-100,33.112
KOMPASU,2016-08-19 00:00:00,TS,25.7,152.8,0,996,-100,33.112
KOMPASU,2016-08-19 06:00:00,TS,27.4,152.2,0,996,-100,33.112
KOMPASU,2016-08-19 12:00:00,TS,29.5,151.5,0,996,-100,33.112
KOMPASU,2016-08-19 18:00:00,TS,31.8,149.3,0,996,-100,33.112
KOMPASU,2016-08-20 00:00:00,TS,32.9,147.3,35,994,0,39.314
KOMPASU,2016-08-20 06:00:00,TS,34.3,145.7,35,994,0,39.314
KOMPASU,2016-08-20 12:00:00,TS,36.3,143.7,35,994,0,39.314
KOMPASU,2016-08-20 18:00:00,TS,37.8,142.8,35,996,0,33.112
KOMPASU,2016-08-21 00:00:00,TS,38.8,142.9,35,996,0,33.112
KOMPASU,2016-08-21 06:00:00,TS,40.6,142.9,35,996,0,33.112
KOMPASU,2016-08-21 12:00:00,TS,42.5,143.9,35,1000,0,21.041
KOMPASU,2016-08-21 14:00:00,TS,42.9,144.1,35,1002,0,15.757
KOMPASU,2016-08-21 18:00:00,ET,45,145,0,1002,-100,15.757
KOMPASU,2016-08-22 00:00:00,ET,46.8,145.8,0,1002,-100,15.757
KOMPASU,2016-08-22 06:00:00,ET,48.2,147,0,1002,-100,15.757
GASTON,2016-08-21 12:00:00,DS,11,-19.4,20,1009,0.874,9.984
GASTON,2016-08-21 18:00:00,DS,11,-21.2,20,1009,0.874,9.984
GASTON,2016-08-22 00:00:00,DS,11,-23,25,1009,5.031,9.984
GASTON,2016-08-22 06:00:00,DS,11.2,-24.8,25,1009,5.031,9.984
GASTON,2016-08-22 12:00:00,TS,11.5,-26.5,30,1008,17.645,15.951
GASTON,2016-08-22 18:00:00,TS,12,-28.2,35,1007,32.623,21.551
GASTON,2016-08-23 00:00:00,TS,12.5,-29.9,40,1006,42.727,26.919
GASTON,2016-08-23 06:00:00,TS,13,-31.6,45,1005,50.436,32.311
GASTON,2016-08-23 12:00:00,TS,13.5,-33.4,55,1003,64.412,42.121
GASTON,2016-08-23 18:00:00,TS,13.9,-35,55,1003,64.412,42.121
GASTON,2016-08-24 00:00:00,TS,14.2,-36.5,55,1000,64.412,51.359
GASTON,2016-08-24 06:00:00,TS,14.8,-37.9,60,997,69.835,59.766
GASTON,2016-08-24 12:00:00,TS,15.8,-39.1,65,992,74.042,69.087
GASTON,2016-08-24 18:00:00,TS,16.9,-40.2,65,988,74.042,74.059
GASTON,2016-08-25 00:00:00,TS,18,-41.4,65,988,74.042,74.059
GASTON,2016-08-25 06:00:00,TS,18.9,-42.7,65,988,74.042,74.059
GASTON,2016-08-25 12:00:00,TS,19.8,-44,60,992,69.835,69.087
GASTON,2016-08-25 18:00:00,TS,21,-45,55,996,64.412,62.059
GASTON,2016-08-26 00:00:00,TS,22.3,-46,55,996,64.412,62.059
GASTON,2016-08-26 06:00:00,TS,23.6,-47,55,996,64.412,62.059
GASTON,2016-08-26 12:00:00,TS,24.8,-47.9,55,996,64.412,62.059
GASTON,2016-08-26 18:00:00,TS,25.8,-49.1,55,996,64.412,62.059
GASTON,2016-08-27 00:00:00,TS,26.7,-50.3,55,996,64.412,62.059
GASTON,2016-08-27 06:00:00,TS,27.5,-51.5,55,996,64.412,62.059
GASTON,2016-08-27 12:00:00,TS,28.1,-52.8,60,992,69.835,69.087
GASTON,2016-08-27 18:00:00,TS,28.7,-53.6,65,989,74.042,73.154
GASTON,2016-08-28 00:00:00,TS,29.3,-54.2,75,980,82.043,82.079
GASTON,2016-08-28 06:00:00,TS,29.9,-54.5,80,976,85.15,85.417
GASTON,2016-08-28 12:00:00,TS,30.3,-54.7,90,969,89.126,89.833
GASTON,2016-08-28 18:00:00,TS,30.5,-55,100,962,92.94,92.369
GASTON,2016-08-29 00:00:00,TS,30.6,-55.2,105,955,94.649,94.709
GASTON,2016-08-29 06:00:00,TS,30.7,-55.3,100,960,92.94,92.985
GASTON,2016-08-29 12:00:00,TS,30.8,-55.4,95,964,91.67,91.813
GASTON,2016-08-29 18:00:00,TS,31.1,-55.4,90,967,89.126,90.559
GASTON,2016-08-30 00:00:00,TS,31.4,-54.9,85,970,87.386,88.582
GASTON,2016-08-30 06:00:00,TS,31.7,-54.4,85,970,87.386,88.582
GASTON,2016-08-30 12:00:00,TS,32,-53.5,85,968,87.386,90.116
GASTON,2016-08-30 18:00:00,TS,32.4,-52.5,95,963,91.67,92.14
GASTON,2016-08-31 00:00:00,TS,32.7,-51.5,105,955,94.649,94.709
GASTON,2016-08-31 06:00:00,TS,33.1,-50.5,105,955,94.649,94.709
GASTON,2016-08-31 12:00:00,TS,33.7,-49.2,100,960,92.94,92.985
GASTON,2016-08-31 18:00:00,TS,34.5,-47.9,95,965,91.67,91.214
GASTON,2016-09-01 00:00:00,TS,35.5,-46.3,90,969,89.126,89.833
GASTON,2016-09-01 06:00:00,TS,36.3,-44.3,85,973,87.386,87.168
GASTON,2016-09-01 12:00:00,TS,37.1,-42,80,976,85.15,85.417
GASTON,2016-09-01 18:00:00,TS,37.8,-39.5,75,981,82.043,81.437
GASTON,2016-09-02 00:00:00,TS,38.2,-37,70,985,78.944,77.843
GASTON,2016-09-02 06:00:00,TS,38.5,-35,65,988,74.042,74.059
GASTON,2016-09-02 12:00:00,TS,38.9,-33,60,992,69.835,69.087
GASTON,2016-09-02 18:00:00,DS,39.3,-31.2,45,1003,50.436,42.121
GASTON,2016-09-03 00:00:00,DS,39.7,-29.5,35,1006,32.623,26.919
GASTON,2016-09-03 06:00:00,DS,40.2,-27.8,30,1007,17.645,21.551
GASTON,2016-09-03 12:00:00,DS,40.9,-26.1,25,1008,5.031,15.951
LESTER,2016-08-24 06:00:00,TS,14.3,-107.4,25,1007,5.031,21.551
LESTER,2016-08-24 12:00:00,TS,14.7,-108.5,25,1007,5.031,21.551
LESTER,2016-08-24 18:00:00,TS,15.1,-109.5,30,1006,17.645,26.919
LESTER,2016-08-25 00:00:00,TS,15.5,-110.4,30,1006,17.645,26.919
LESTER,2016-08-25 06:00:00,TS,16,-111.3,35,1005,32.623,32.311
LESTER,2016-08-25 12:00:00,TS,16.4,-112.3,45,1003,50.436,42.121
